,YEAR,TEAM,SEED,ROUND,WAB,BADJ EM,BARTHAG,TALENT,BADJ O,BADJ D,ELITE SOS,WIN%,PPPO,K OFF,AVG HGT
322,2019,Seton Hall,10,64,-0.3,10.8,0.771,54.346,107.8,97.0,26.683,60.60606,1.043,104.576,78.156
323,2019,St. John's,11,68,-1.1,9.3,0.736,75.394,109.1,99.8,22.897,63.63636,1.06,105.988,76.611
324,2019,Syracuse,8,64,0.5,16.0,0.86,73.806,109.4,93.4,30.432,60.60606,1.032,103.506,79.404
325,2019,Temple,11,68,2.0,11.6,0.784,53.453,109.2,97.6,23.835,71.875,1.051,105.306,78.07
326,2019,Tennessee,2,16,9.8,27.9,0.951,55.685,122.9,95.0,34.04,84.84848,1.164,116.307,77.811
327,2019,Texas Tech,3,2,7.0,25.8,0.953,47.191,112.1,86.3,29.682,81.25,1.075,108.08,76.923
328,2019,UC Irvine,13,32,0.9,8.5,0.724,18.762,105.5,97.0,10.843,85.29412,1.081,108.285,76.732
329,2019,UCF,9,32,2.2,17.2,0.874,28.974,111.1,93.9,22.705,74.19355,1.071,107.069,78.779
330,2019,Utah St.,8,64,2.2,15.3,0.846,9.835,111.2,95.9,16.722,81.81818,1.123,112.264,77.916
331,2019,VCU,8,64,1.4,17.1,0.888,39.794,104.0,86.9,17.529,78.125,1.026,102.78,77.446
332,2019,Vermont,13,64,-0.8,9.1,0.735,7.768,107.2,98.1,10.844,81.25,1.094,109.909,76.477
333,2019,Villanova,6,32,3.7,16.4,0.854,68.466,115.1,98.7,25.545,73.52941,1.123,112.402,77.874
334,2019,Virginia,1,1,11.1,33.9,0.976,73.381,122.6,88.7,33.411,90.625,1.171,117.113,77.203
335,2019,Virginia Tech,4,16,5.0,23.7,0.93,66.436,118.0,94.3,30.716,75.0,1.141,114.004,76.946
336,2019,Washington,9,32,3.3,12.6,0.811,74.311,106.0,93.4,23.31,76.47059,1.036,103.564,77.264
337,2019,Wisconsin,5,64,6.2,20.1,0.913,59.597,108.9,88.8,36.867,69.69697,1.045,104.289,77.318
338,2019,Wofford,7,32,4.2,17.9,0.873,1.063,115.8,97.9,18.861,86.66667,1.182,117.982,76.813
339,2019,Yale,14,64,-0.7,8.1,0.707,15.117,110.1,102.0,14.894,75.0,1.099,110.061,77.204
340,2018,Alabama,9,32,-1.1,12.2,0.801,73.914,107.0,94.8,30.311,55.88235,1.03,102.776,78.097
341,2018,Arizona,4,64,3.8,17.3,0.862,82.727,117.4,100.1,22.509,79.41176,1.16,115.915,78.636
342,2018,Arizona St.,11,68,-1.2,15.1,0.83,53.908,117.2,102.1,22.863,64.51613,1.141,114.116,76.215
343,2018,Arkansas,7,64,2.8,16.7,0.855,39.343,117.0,100.3,30.695,67.64706,1.125,112.175,77.141
344,2018,Auburn,4,32,4.3,19.9,0.895,58.941,117.0,97.1,25.991,78.125,1.135,113.46,75.841
345,2018,Bucknell,14,64,-3.0,5.7,0.652,0.2,107.6,101.9,12.477,73.52941,1.103,110.427,77.029
346,2018,Buffalo,13,32,-1.3,11.0,0.763,10.891,113.6,102.6,14.057,75.75758,1.135,113.539,76.586
347,2018,Butler,10,32,1.7,19.9,0.898,52.743,115.4,95.5,35.194,60.60606,1.108,110.897,76.655
348,2018,Cal St. Fullerton,15,64,-5.5,-1.2,0.467,0.2,102.6,103.8,12.991,62.06897,1.032,102.99,76.687
349,2018,Cincinnati,2,32,5.9,24.6,0.947,63.963,111.1,86.5,21.576,88.23529,1.122,112.022,77.445
350,2018,Clemson,5,16,4.0,17.9,0.882,54.866,111.6,93.7,31.364,71.875,1.083,108.129,77.357
351,2018,College of Charleston,13,64,-2.1,1.6,0.543,4.156,106.7,105.1,10.655,77.41935,1.117,111.949,76.811
352,2018,Creighton,8,64,2.0,20.3,0.899,48.746,117.3,97.0,32.808,64.51613,1.142,114.134,77.285
353,2018,Davidson,12,64,-2.9,14.2,0.816,20.885,116.7,102.5,18.185,65.625,1.161,116.159,78.13
354,2018,Duke,2,8,6.6,29.3,0.958,92.943,123.2,93.9,31.36,78.78788,1.188,118.705,79.097
355,2018,Florida,6,32,1.4,20.8,0.907,69.428,116.0,95.2,31.853,62.5,1.102,109.73,76.89
356,2018,Florida St.,9,8,1.0,16.1,0.851,59.86,114.5,98.4,29.762,64.51613,1.11,110.767,78.496
357,2018,Georgia St.,15,64,-5.1,6.5,0.673,31.565,107.2,100.7,9.801,68.75,1.086,108.676,76.699
358,2018,Gonzaga,4,16,4.9,23.1,0.924,73.63,118.3,95.2,19.117,88.23529,1.199,120.03,78.446
359,2018,Houston,6,32,2.4,19.5,0.895,24.411,114.6,95.1,20.996,78.78788,1.132,112.888,75.56
360,2018,Iona,15,64,-7.3,1.5,0.54,0.2,108.8,107.3,11.688,60.60606,1.094,109.478,75.88
361,2018,Kansas,1,4,8.2,26.0,0.941,80.44,121.7,95.7,34.024,79.41176,1.162,116.004,77.704
362,2018,Kansas St.,9,8,2.6,16.5,0.862,47.73,112.3,95.8,31.68,66.66667,1.082,108.258,77.082
363,2018,Kentucky,5,16,4.3,19.4,0.893,95.962,115.1,95.7,31.972,70.58824,1.096,109.59,78.862
364,2018,Lipscomb,15,64,-3.2,0.8,0.523,5.68,102.6,101.8,15.067,68.96552,1.039,104.015,77.268
365,2018,LIU Brooklyn,16,68,-13.2,-8.5,0.285,14.561,102.0,110.5,5.293,51.51515,1.054,105.478,75.202
366,2018,Loyola Chicago,11,4,2.0,12.2,0.797,16.801,109.0,96.8,14.914,84.375,1.088,108.717,76.466
367,2018,Marshall,13,32,-2.5,4.4,0.618,2.18,107.8,103.4,16.115,69.69697,1.088,108.999,76.631
368,2018,Miami FL,6,64,2.7,17.1,0.869,81.652,112.6,95.5,28.51,70.96774,1.081,107.873,77.114
369,2018,Michigan,3,2,6.9,21.8,0.919,56.368,114.3,92.5,32.027,79.41176,1.114,111.172,77.771
370,2018,Michigan St.,3,32,8.0,25.7,0.942,84.499,119.4,93.7,27.212,87.87879,1.182,117.987,77.332
371,2018,Missouri,8,64,0.4,16.7,0.863,45.402,113.0,96.3,29.725,61.29032,1.084,108.104,77.943
372,2018,Montana,14,64,-1.1,8.5,0.72,16.392,107.6,99.1,13.047,77.41935,1.101,110.016,76.629
373,2018,Murray St.,12,64,-0.4,9.9,0.745,0.2,111.1,101.2,10.363,82.75862,1.143,114.708,76.282
374,2018,Nevada,7,16,2.5,16.5,0.85,57.081,118.0,101.5,19.663,79.41176,1.161,116.286,78.302
375,2018,New Mexico St.,12,64,1.3,12.7,0.811,16.867,106.9,94.2,14.546,83.33333,1.078,107.914,75.443
376,2018,North Carolina,2,32,7.1,24.4,0.93,77.447,121.2,96.8,39.014,71.42857,1.144,114.305,77.462
377,2018,North Carolina Central,16,68,-12.0,-14.3,0.17,4.118,96.8,111.1,6.345,51.6129,1.033,103.453,76.233
378,2018,North Carolina St.,9,64,0.9,13.7,0.812,43.838,114.8,101.1,28.427,65.625,1.123,111.861,76.427
379,2018,Ohio St.,5,32,4.5,22.5,0.923,59.776,116.1,93.6,29.904,75.0,1.111,111.339,76.726
380,2018,Oklahoma,10,64,1.1,16.6,0.855,70.869,115.9,99.3,35.193,58.06452,1.101,109.892,77.895
381,2018,Penn,16,64,-3.3,5.5,0.653,14.406,103.1,97.6,10.435,74.19355,1.053,105.352,76.057
382,2018,Providence,10,64,1.9,12.2,0.797,60.949,108.7,96.5,34.553,61.76471,1.042,104.379,77.674
383,2018,Purdue,2,16,7.6,29.2,0.957,59.458,123.6,94.4,30.493,82.35294,1.186,118.518,77.695
384,2018,Radford,16,64,-6.5,-1.7,0.453,1.613,101.8,103.5,12.213,62.5,1.039,104.001,74.782
385,2018,Rhode Island,7,32,1.6,13.7,0.822,56.579,110.2,96.5,19.269,78.125,1.097,109.867,75.66
386,2018,San Diego St.,11,64,-1.5,14.9,0.841,61.723,110.6,95.7,19.129,67.74194,1.095,109.484,78.323
387,2018,Seton Hall,8,32,2.5,19.1,0.887,61.137,116.5,97.4,32.678,65.625,1.105,110.561,78.034
388,2018,South Dakota St.,12,64,0.6,12.4,0.79,2.923,114.0,101.6,15.634,80.0,1.142,114.095,76.865
389,2018,St. Bonaventure,11,64,1.4,9.8,0.744,5.279,110.4,100.6,18.499,78.125,1.109,111.094,76.517
390,2018,Stephen F. Austin,14,64,-1.9,5.8,0.659,16.014,104.1,98.3,9.583,80.0,1.075,107.235,76.338
391,2018,Syracuse,11,16,-0.4,13.3,0.823,81.271,106.3,93.0,29.15,60.60606,1.03,103.016,80.1
392,2018,TCU,6,64,2.2,19.3,0.882,29.047,120.4,101.1,31.458,65.625,1.159,116.043,78.077
393,2018,Tennessee,3,32,6.4,22.0,0.921,47.881,114.3,92.3,32.934,75.75758,1.094,109.697,76.811
394,2018,Texas,10,64,1.4,15.9,0.861,74.625,108.6,92.7,36.484,57.57576,1.036,103.408,77.743
395,2018,Texas A&M,7,16,1.9,16.7,0.869,82.201,110.3,93.6,33.417,62.5,1.062,105.931,78.789
396,2018,Texas Southern,16,64,-10.9,-8.1,0.298,30.177,104.8,112.9,18.818,44.11765,1.063,106.41,75.756
397,2018,Texas Tech,3,8,4.7,21.8,0.922,36.705,112.9,91.1,31.897,72.72727,1.093,109.214,77.621
398,2018,UCLA,11,68,0.0,12.8,0.796,78.711,114.7,101.9,25.311,65.625,1.119,111.895,78.806
399,2018,UMBC,16,32,-4.9,-3.0,0.418,10.296,102.5,105.5,11.536,67.74194,1.05,104.772,75.848
400,2018,UNC Greensboro,13,64,-1.6,7.3,0.699,0.208,103.5,96.2,12.559,77.41935,1.066,106.847,77.161
401,2018,Villanova,1,1,10.6,32.3,0.966,80.592,127.7,95.4,32.489,88.23529,1.227,122.829,77.329
402,2018,Virginia,1,64,11.3,30.2,0.971,71.072,115.2,85.0,30.429,93.93939,1.112,111.133,77.508
403,2018,Virginia Tech,8,64,1.3,16.0,0.85,75.538,114.4,98.4,29.946,65.625,1.127,112.152,76.79
404,2018,West Virginia,5,16,4.6,23.8,0.929,38.54,119.1,95.3,33.146,70.58824,1.125,113.004,77.304
405,2018,Wichita St.,4,64,3.4,18.9,0.877,38.199,120.4,101.5,24.125,78.125,1.178,117.841,77.803
406,2018,Wright St.,14,64,-3.5,3.1,0.59,0.375,99.6,96.5,11.684,71.875,1.015,101.383,76.807
407,2018,Xavier,1,32,8.8,24.1,0.927,76.28,121.4,97.3,31.853,84.84848,1.155,115.53,78.483
408,2017,Arizona,2,16,7.9,22.0,0.918,71.921,116.3,94.3,25.711,88.23529,1.133,113.069,78.741
409,2017,Arkansas,8,32,3.9,14.3,0.821,36.848,115.4,101.1,28.939,73.52941,1.116,111.441,76.937
410,2017,Baylor,3,16,7.9,23.5,0.931,43.215,116.0,92.5,37.002,77.41935,1.106,110.829,77.785
411,2017,Bucknell,13,64,-2.1,7.9,0.706,0.2,107.5,99.6,12.194,76.47059,1.081,108.236,76.237
412,2017,Butler,4,16,5.5,20.5,0.901,48.146,117.5,97.0,32.565,74.19355,1.131,112.888,76.445
413,2017,Cincinnati,6,32,5.6,22.4,0.926,72.275,113.6,91.2,23.092,85.29412,1.131,112.406,77.674
414,2017,Creighton,6,64,4.3,20.3,0.902,45.608,115.6,95.3,29.959,72.72727,1.124,112.19,77.288
415,2017,Dayton,7,64,1.5,14.0,0.826,40.751,110.5,96.5,19.632,76.66667,1.091,109.246,76.592
416,2017,Duke,2,32,8.6,26.2,0.943,94.782,121.1,94.9,37.527,77.14286,1.157,115.574,78.431
417,2017,East Tennessee St.,13,64,-0.7,10.1,0.758,10.643,106.9,96.8,13.051,78.125,1.1,109.91,76.657
418,2017,Florida,4,8,6.3,26.4,0.952,70.37,115.7,89.3,33.955,75.0,1.102,109.917,77.266
419,2017,Florida Gulf Coast,14,64,-1.7,4.6,0.622,28.624,108.5,103.9,12.991,76.66667,1.119,111.909,76.896
420,2017,Florida St.,3,32,5.9,21.7,0.915,70.581,116.0,94.3,32.378,75.75758,1.139,113.774,79.168
421,2017,Gonzaga,1,2,7.7,31.8,0.972,68.782,119.8,88.0,19.459,96.9697,1.193,119.293,78.513
422,2017,Iona,14,64,-5.8,3.4,0.59,19.851,108.7,105.3,12.569,64.70588,1.1,110.079,76.03
423,2017,Iowa St.,5,32,6.5,22.5,0.919,54.193,118.1,95.6,39.139,69.69697,1.125,112.325,76.814
424,2017,Jacksonville St.,15,64,-8.1,-0.9,0.475,4.175,104.0,104.9,12.694,56.25,1.054,105.63,76.709
425,2017,Kansas,1,8,11.0,26.0,0.943,75.629,120.4,94.4,35.994,87.5,1.144,114.544,77.174
426,2017,Kansas St.,11,64,1.7,18.2,0.886,45.961,111.5,93.3,34.368,60.60606,1.057,105.897,77.426
427,2017,Kent St.,14,64,-7.2,1.3,0.536,14.694,103.8,102.5,11.162,61.76471,1.059,105.728,76.15
428,2017,Kentucky,2,8,9.0,27.7,0.954,86.539,119.2,91.5,30.841,85.29412,1.144,114.251,77.433
429,2017,Louisville,2,32,6.9,26.5,0.952,71.596,116.2,89.7,35.79,75.0,1.117,111.775,78.3
430,2017,Marquette,10,64,0.6,19.8,0.886,76.631,121.4,101.6,30.575,61.29032,1.157,115.653,76.594
431,2017,Maryland,6,64,3.7,15.6,0.847,72.827,113.0,97.4,27.505,74.19355,1.079,108.151,77.287
432,2017,Miami FL,8,64,2.9,18.4,0.89,74.813,110.7,92.3,33.96,65.625,1.067,106.563,78.107
433,2017,Michigan,7,16,3.8,23.7,0.924,64.639,121.6,97.9,31.879,68.57143,1.162,116.209,78.154
434,2017,Michigan St.,9,32,0.4,15.1,0.846,70.413,109.7,94.6,33.378,57.57576,1.047,104.856,75.953
435,2017,Middle Tennessee,12,32,2.0,14.1,0.828,17.718,110.4,96.3,12.053,87.87879,1.118,111.884,76.761
436,2017,Minnesota,5,64,3.7,16.5,0.87,59.566,108.3,91.8,28.647,72.72727,1.045,104.14,78.278
437,2017,Mount St. Mary's,16,64,-7.9,-3.4,0.403,4.25,98.2,101.6,15.979,55.88235,0.992,99.3625,74.935
438,2017,Nevada,12,64,1.7,12.4,0.791,31.488,113.5,101.1,15.312,82.35294,1.123,112.28,77.499
439,2017,New Mexico St.,14,64,-0.3,7.2,0.687,1.948,109.0,101.8,10.347,83.33333,1.11,110.733,76.628
440,2017,New Orleans,16,68,-6.3,-1.9,0.446,0.455,99.1,101.0,11.906,60.71429,1.015,101.904,75.938
441,2017,North Carolina,1,1,8.3,27.9,0.953,88.126,121.0,93.1,35.516,78.78788,1.165,116.337,77.937
442,2017,North Carolina Central,16,68,-5.1,1.0,0.528,0.2,101.8,100.8,6.379,73.33333,1.076,107.657,75.773
443,2017,North Dakota,15,64,-5.3,-0.5,0.486,0.2,102.1,102.6,8.396,67.85714,1.065,106.471,76.538
444,2017,Northern Kentucky,15,64,-4.9,1.3,0.536,10.36,105.6,104.3,10.902,68.75,1.068,106.891,76.687
445,2017,Northwestern,8,32,2.0,16.4,0.863,54.109,111.1,94.7,28.272,67.64706,1.072,107.189,77.838
446,2017,Notre Dame,5,32,5.9,23.1,0.922,65.922,119.5,96.4,34.028,73.52941,1.146,114.424,77.4
447,2017,Oklahoma St.,10,64,3.3,23.7,0.918,54.425,125.1,101.4,38.667,61.29032,1.172,116.954,76.346
448,2017,Oregon,3,4,6.0,22.3,0.921,56.758,116.0,93.7,23.71,84.84848,1.139,113.722,77.427
449,2017,Princeton,12,64,-0.4,11.5,0.785,8.705,108.1,96.6,13.417,78.57143,1.09,109.696,76.812
450,2017,Providence,11,68,0.6,12.9,0.813,55.541,107.4,94.5,29.678,62.5,1.033,103.256,77.634
451,2017,Purdue,4,16,5.6,23.8,0.933,67.524,116.1,92.3,29.59,78.125,1.13,112.965,76.997
452,2017,Rhode Island,11,32,0.4,15.3,0.848,64.496,110.2,94.9,20.094,72.72727,1.086,108.7,77.065
453,2017,Saint Mary's,7,32,3.9,24.1,0.932,24.566,118.3,94.2,18.282,87.5,1.184,118.452,77.576
454,2017,Seton Hall,9,64,2.7,12.8,0.809,55.205,108.6,95.8,32.687,65.625,1.052,104.876,77.608
455,2017,SMU,6,64,6.4,25.1,0.939,64.748,118.8,93.7,22.062,88.23529,1.167,116.641,78.474
456,2017,South Carolina,7,4,1.7,16.9,0.882,50.958,105.2,88.3,27.468,67.74194,1.009,101.278,77.096
457,2017,South Dakota St.,16,64,-9.8,-3.1,0.42,6.456,108.6,111.7,13.118,50.0,1.101,110.093,77.531
458,2017,Texas Southern,16,64,-4.4,-4.9,0.368,5.421,101.7,106.6,15.142,67.64706,1.063,106.57,74.36
459,2017,Troy,15,64,-8.1,1.8,0.548,10.042,108.8,107.0,11.532,58.82353,1.092,109.346,76.391
460,2017,UC Davis,16,64,-7.5,-3.1,0.411,5.789,97.9,101.0,9.044,62.5,0.986,98.5122,75.769
461,2017,UCLA,3,16,6.7,22.5,0.913,77.967,121.7,99.2,23.941,87.87879,1.208,120.722,78.441
462,2017,UNC Wilmington,12,64,1.5,12.5,0.786,5.2,117.1,104.6,13.569,84.375,1.18,118.069,75.533
463,2017,USC,11,32,1.3,11.6,0.78,81.237,111.2,99.6,23.057,72.72727,1.107,110.855,78.071
464,2017,Vanderbilt,9,64,0.1,17.6,0.876,53.364,112.8,95.2,33.443,55.88235,1.057,105.957,78.27
465,2017,VCU,10,64,1.3,12.1,0.797,42.055,107.9,95.8,18.914,76.47059,1.069,106.826,76.401
466,2017,Vermont,13,64,0.7,10.9,0.77,6.681,109.5,98.6,12.311,84.84848,1.125,112.739,76.783
467,2017,Villanova,1,32,11.1,30.0,0.962,75.837,122.2,92.2,30.578,91.17647,1.18,117.917,77.636
468,2017,Virginia,5,32,5.0,27.4,0.959,71.089,114.1,86.7,35.989,68.75,1.091,109.116,77.405
469,2017,Virginia Tech,9,64,3.3,15.0,0.83,67.076,116.4,101.4,32.173,68.75,1.125,112.502,76.574
470,2017,Wake Forest,11,68,1.3,19.6,0.883,47.009,121.4,101.8,34.379,59.375,1.153,115.266,77.249
471,2017,West Virginia,4,16,6.4,26.3,0.951,43.642,116.1,89.8,32.564,76.47059,1.127,112.338,77.619
472,2017,Wichita St.,10,32,4.1,24.1,0.934,40.472,116.9,92.8,17.09,87.87879,1.177,117.578,77.722
473,2017,Winthrop,13,64,-1.8,3.7,0.601,5.374,105.4,101.7,9.847,80.0,1.086,108.867,74.895
474,2017,Wisconsin,8,16,5.1,22.0,0.923,56.744,113.5,91.5,31.468,73.52941,1.102,110.209,77.532
475,2017,Xavier,11,8,1.6,17.2,0.867,61.847,114.5,97.3,32.401,61.76471,1.087,108.762,78.488
476,2016,Arizona,6,64,3.4,20.7,0.905,66.359,116.4,95.7,25.107,75.75758,1.136,113.644,78.309
477,2016,Austin Peay,16,64,-11.3,-6.6,0.327,0.232,101.8,108.4,12.023,48.48485,1.047,104.791,76.334
478,2016,Baylor,5,64,3.5,18.5,0.877,48.262,117.8,99.3,35.471,65.625,1.124,112.458,76.784
479,2016,Buffalo,14,64,-5.8,1.8,0.55,6.348,104.3,102.5,17.81,57.57576,1.05,104.917,77.17
480,2016,Butler,9,32,2.1,18.5,0.877,61.077,117.9,99.4,29.739,67.74194,1.144,113.775,77.299
481,2016,Cal St. Bakersfield,15,64,-3.5,7.7,0.709,5.421,103.2,95.5,10.513,72.41379,1.045,104.634,75.521
482,2016,California,4,64,2.2,19.5,0.899,78.13,112.5,93.0,27.208,69.69697,1.09,109.094,79.119
483,2016,Chattanooga,12,64,0.4,5.6,0.651,7.903,105.9,100.3,11.639,84.375,1.101,109.685,77.023
484,2016,Cincinnati,9,64,0.3,16.8,0.872,56.651,109.5,92.7,23.448,68.75,1.085,108.015,77.619
485,2016,Colorado,8,64,0.7,12.4,0.803,53.765,107.8,95.4,26.719,65.625,1.055,105.3,78.037
486,2016,Connecticut,9,32,1.2,17.1,0.874,72.327,110.4,93.3,23.62,70.58824,1.091,108.729,77.999
487,2016,Dayton,7,64,2.4,14.2,0.838,36.347,106.8,92.6,20.789,78.125,1.052,105.445,76.731
488,2016,Duke,4,16,4.2,23.0,0.918,94.152,121.5,98.5,32.331,69.69697,1.183,118.081,78.698
489,2016,Fairleigh Dickinson,16,68,-9.9,-10.9,0.241,0.2,103.7,114.6,9.645,54.83871,1.057,105.805,75.774
490,2016,Florida Gulf Coast,16,64,-8.4,-0.7,0.48,24.576,102.3,103.0,11.006,55.17241,1.062,106.57,77.38
491,2016,Fresno St.,14,64,-0.9,5.6,0.652,40.734,105.5,99.9,17.899,71.875,1.048,104.645,77.191
492,2016,Gonzaga,11,16,2.1,20.7,0.904,58.0,117.0,96.3,20.236,78.125,1.159,116.179,78.445
493,2016,Green Bay,14,64,-4.5,2.5,0.568,0.2,106.9,104.4,15.675,63.63636,1.07,107.029,76.726
494,2016,Hampton,16,64,-6.3,-8.9,0.269,4.609,98.0,106.9,8.629,66.66667,1.022,102.131,76.047
495,2016,Hawaii,13,32,0.8,11.4,0.784,15.446,107.3,95.9,13.153,83.33333,1.078,107.946,77.367
496,2016,Holy Cross,16,64,-14.5,-10.3,0.239,5.623,97.3,107.6,9.645,42.42424,0.991,99.1292,76.3
497,2016,Indiana,5,16,3.2,22.1,0.912,68.041,120.1,98.0,23.197,78.125,1.191,119.203,77.368
498,2016,Iona,13,64,-3.6,6.1,0.66,8.384,108.9,102.8,13.931,68.75,1.096,109.763,76.593
499,2016,Iowa,7,32,2.0,21.2,0.911,54.413,116.0,94.8,29.23,67.74194,1.122,112.194,78.494
500,2016,Iowa St.,4,16,3.6,21.5,0.906,63.044,120.4,98.9,34.953,65.625,1.129,112.951,77.43
501,2016,Kansas,1,8,11.6,29.2,0.961,80.776,120.5,91.3,35.686,87.87879,1.141,114.369,77.281
502,2016,Kentucky,4,32,5.0,26.5,0.943,92.397,122.3,95.8,28.159,76.47059,1.157,116.122,76.716
503,2016,Little Rock,12,32,2.1,11.3,0.783,0.475,106.9,95.6,13.219,87.09677,1.088,108.823,76.067
504,2016,Maryland,5,16,4.0,18.7,0.885,87.245,115.1,96.4,28.313,75.0,1.124,112.511,79.102
505,2016,Miami FL,3,16,6.9,23.4,0.926,66.635,118.8,95.4,32.355,78.125,1.138,113.767,77.696
506,2016,Michigan,11,64,0.8,15.0,0.834,54.482,114.7,99.7,29.236,63.63636,1.124,112.432,77.95
507,2016,Michigan St.,2,64,7.2,26.6,0.945,59.574,121.4,94.8,26.632,85.29412,1.183,118.21,77.182
508,2016,Middle Tennessee,15,32,-3.2,3.7,0.605,8.754,102.2,98.5,12.345,70.96774,1.041,104.147,76.546
509,2016,North Carolina,1,2,8.5,25.8,0.942,90.938,120.1,94.3,32.034,82.35294,1.164,116.284,77.842
